score,word
0.05116395639182371,cheung chau
0.035434267867073516,walking distance
0.02707725441046265,causeway bay
0.024329766463628437,automated posting
0.02393152653067682,sensitive contents
0.021215358972034897,url hidden
0.02031163964582394,washing machine
0.017816158406486482,kwai fong
0.017590379303576438,lantau island
0.015234849098916462,tao limited
0.011399342168827866,public transportation
0.011374119160842293,§Ü§Ñ§Ø§Õ§í§Û §Õ§Ö§ß§î
0.011298609932069915,ferry terminal
0.010725930185395546,public transport
0.010525652150437477,urban pack
0.0103300850583741,tsim sha
0.010275566292833877,?? ??
0.009782711560628815,sha tsui
0.009463986134885092,previous occupant
0.008619087589467904,artistic community
0.008520320805764755,prince edward
0.007961702271931792,§á§à§ã§à§Ó§Ö§ä§à§Ó§Ñ§Ý §Ò§í
0.007961702271931792,¨¤ l'int¨¦rieur
0.00796120058857925,tsim tsa
0.007586410568660111,ocean park
0.007541844352443497,temple street
0.007382844126992049,tr¨¨s pratique
0.007381847327161906,§å §Ó§Ú§Ü§ä§à§â§Ñ
0.007381847327161906,facing green
0.007381847327161906,green hills
