score,word
0.03444683945301159,sensitive contents
0.031041646070465893,automated posting
0.030708595381487874,causeway bay
0.025162103981821764,walking distance
0.024146534855067882,washing machine
0.020697343505965127,url hidden
0.017763371976562747,pui yan
0.013174031699992261,ferry terminal
0.012797217533986131,prince edward
0.011140434281666327,tsim sha
0.010818508592543552,sha tsui
0.009770876644589819,gum gum
0.00883034554180163,kwai fong
0.008510778635823337,public transport
0.008396637735652255,ocean park
0.008002877198893574,mirador mansions
0.007477483295201589,massage chair
0.007376029534473991,extension cord
0.006977947069245873,dragon boat
0.00694911988642771,discovery bay
0.006791234498582292,swimming pool
0.006618290327987628,security guard
0.006469616622110555,australian dairy
0.00641706943076381,before arrival
0.006394874783532219,dim sum
0.006282951240835295,hair dryer
0.006150605084439068,?? ????
0.005815757099778542,public transportation
0.005655916666621906,sai kung
0.005440093392959684,?? ??
