score,word
0.03249037928287585,causeway bay
0.028708557295420666,walking distance
0.028494674830892935,sensitive contents
0.027995936873647844,automated posting
0.025486925881319775,url hidden
0.023965005580695684,washing machine
0.021737413709091557,nous avons
0.01927119250509392,gum gum
0.01666162793261124,kwai fong
0.015705671876442596,jest bardzo
0.015377828027948633,prince edward
0.012199739129111301,sai kung
0.010724387889690504,tsim sha
0.008804648410971696,hair dryer
0.008710568312418449,sha tsui
0.008631383551004849,female dorm
0.008528974813167622,§Ó§ã§Ö §á§à§ß§â§Ñ§Ó§Ú§Ý§à§ã§î
0.008014967878098404,stainless steel
0.007747706775499754,pigeon burrow
0.007747706495905336,???? ??
0.007747706495905336,avevamo bisogno
0.007747706495905336,chasses d'eau
0.007437144183103524,ferry terminal
0.0071704074689052134,public transport
0.006980298500035296,?? ???
0.006594128719437533,temple street
0.006372790000647015,bien situ¨¦
0.0062177137909604,nous ¨¦tions
0.006203473845917949,¨¤ pied
0.006045862940563495,security guards
