score,word
0.07664254120114725,url hidden
0.04084078171654444,causeway bay
0.0306570164804589,young children
0.0306570164804589,automated posting
0.024168831815312326,walking distance
0.02074677055911304,flush clogged
0.02074677055911304,members reached
0.02074677055911304,apartamento muy
0.02074677055911304,muy conveniente
0.02074677055911304,muy cerca
0.02074677055911304,todo nuevo
0.02074677055911304,hay ning¨²n
0.02074677055911304,ning¨²n problema
0.02074677055911304,muy amable
0.02074677055911304,mismo apartamento
0.02074677055911304,airbnb user
0.02074677055911304,started introducing
0.02074677055911304,exchanged greetings
0.02074677055911304,cleaned halfway
0.02074677055911304,esprit outlet
0.02074677055911304,dazu eine
0.02074677055911304,eine dachterrasse
0.02074677055911304,treppenhaus etwas
0.02074677055911304,gebrechlicher mensch
0.02074677055911304,einer fu?g?ngerzone
0.02074677055911304,fu?g?ngerzone inmitten
0.02074677055911304,lustiger kleiner
0.02074677055911304,kleiner gesch?fte
0.02074677055911304,bin etwa
0.02074677055911304,meinem leben
