score,word
0.03906202602627407,cn tower
0.02862913560284953,walking distance
0.021267518376818964,automated posting
0.020087025651800126,nous avons
0.017237155516113056,grocery store
0.01536155997785079,union station
0.014053477858778533,très bien
0.012681189001971009,notre hôte
0.011664065844659552,bien situé
0.01150951973342585,public transportation
0.010942105151231174,entertainment district
0.01086072603152889,liberty village
0.010567706057296596,public transport
0.010490071794348618,kensington market
0.010421818219380074,public transit
0.008183751005209844,film festival
0.008110843018089819,distillery district
0.00810085808623953,url hidden
0.007827481172993835,sensitive contents
0.007754128363926541,так же
0.007661873007141828,nossa estadia
0.006401141032714508,trinity bellwoods
0.005888383283444726,blue jays
0.0057090175093287635,wir haben
0.005568576549510746,brand new
0.005491650766096892,tivemos muita
0.005491650766096892,jerk chicken
0.005477417481555542,grocery stores
0.00546893106517422,washing machine
0.005360245526808408,séjour chez
0.005339502532163422,muy cerca
0.005137354249628485,niagara falls
0.005135091640263721,plumbing maintenance
0.004820584201928918,maison tabone
0.0047855959710602575,swimming pool
0.004636064712196534,lake ontario
0.004552859397195398,went above
0.004542368481078084,within walking
0.004411268946712635,eaton centre
0.004374391181695623,added bonus
0.004318197590419905,solo traveler
0.004313617703864329,memory foam
0.004288702226861794,très bon
0.004209639211611205,minor quibble
0.004140037620147091,bmo field
0.004052407773486246,rochelle changed
0.0039802889962628546,zu fuß
0.003955714234851518,via text
0.0039057761149215507,à pied
0.0035637638407035543,muito bom
