score,word
0.0659836864097839,electrical tape
0.037115823605503445,के लिए
0.03566165431347662,cn tower
0.032264077832689274,walking distance
0.027943756457276342,automated posting
0.019015003844944495,union station
0.016495921602445975,रहने के
0.016234173877858832,distillery district
0.014510229923701266,public transport
0.013042983823581418,nous sommes
0.013042313662213662,nous avions
0.011356441930861294,public transit
0.010766096680131836,vous souhaitez
0.010133758834145518,eaton centre
0.00990625691310691,public transportation
0.00986309210885061,à nouveau
0.009068558464924065,à notre
0.008913243918463565,lawrence market
0.008577208010856862,liberty village
0.008105794315699178,within walking
0.007569131938054208,before arrival
0.007507436437674703,key fob
0.007346019181209816,séjour à
0.0070760428919965255,notre voiture
0.006909260584269888,entertainment district
0.006843649500053321,grocery store
0.006579863656443046,très sympa
0.0065583229581935775,bmo field
0.006554823349047215,management company
0.0063809672318359085,days before
0.006070775958381913,goes above
0.005845822660983487,grocery stores
0.005613743381028601,queen west
0.005399061594477498,kensington market
0.005352867153118332,swimming pool
0.005351373978404838,muy amable
0.00534944943122959,muy buena
0.0050265558131450784,computer desk
0.004917348268876856,canada centre
0.00490645258308132,bien situé
0.00473919769829108,url hidden
0.004611179280454061,washer dryer
0.004570731329035004,tourist attractions
0.004130597037275056,sensitive contents
0.004128323050019464,niagara falls
0.004127626738484583,memory foam
0.00412494053943154,bem localizado
0.004123980821662074,quand même
0.004123980401020489,só tenho
0.004123980401020489,unos cuantos
