score,word
0.04317438065900702,url hidden
0.038773291392252746,nous avons
0.032173305181062054,automated posting
0.026862406070873087,veldig hyggelig
0.02649378512300191,canary wharf
0.025026488501171867,die wohnung
0.0246338764903353,walking distance
0.02190546748436412,t?t p?
0.018439608350859827,sensitive contents
0.01769889086556792,wir haben
0.015006868906970562,marianne kontaktade
0.015006868906970562,¦Ó¦Ï ¦Ò¦Ð?¦Ó¦É
0.015006868906970562,¦Ò¦Ð?¦Ó¦É ?¦Ó¦Á¦Í
0.015006868906970562,plaza buildings
0.013282338280812217,tr¨¨s bien
0.013279048652004913,??? ?????
0.013279048652004913,ashley cancelled
0.012995133866895233,muy agradable
0.012986215912664604,tower bridge
0.01193884714261026,gian paolo
0.011701520543240727,notting hill
0.011628091466148857,sehr freundlich
0.010894825538849488,public transport
0.010843822777481403,jag skulle
0.010082322296353514,petit d¨¦jeuner
0.009436298076396937,¨¦t¨¦ tr¨¨s
0.009116002522515751,chelsea creek
0.009116002522515751,chrystal palace
0.00910849429109031,zu erreichen
0.0088848746537052,oxford circus
