score,word
0.04642197988542841,nous avons
0.03727377176821349,canary wharf
0.03613647062110576,automated posting
0.03311906385753195,walking distance
0.02775143387145279,brick lane
0.026726517610517735,url hidden
0.023354715942575217,¦Ó¦Ï ¦Ò¦Ð¦É¦Ó¦É
0.023354715942575217,¦Á¦Í ¦Ê
0.017096203608922625,die wohnung
0.015569810628383477,¦Ò¦Ð¦É¦Ó¦É ¦Ç¦Ó¦Á¦Í
0.015525597223871621,avevamo bisogno
0.014983614526779118,kings cross
0.014904539996819361,public transport
0.013760489417994919,fungerte fint
0.013648838517396464,nous sommes
0.012883588366635482,bien situ¨¦
0.012749134903993525,wir haben
0.011526294543385269,before arrival
0.011474869400573802,tower bridge
0.011219399205734478,sensitive contents
0.010840996280758608,tr¨¨s bien
0.010642545733690816,sehr gut
0.01061717169831132,notting hill
0.00940157612109643,het verblijf
0.009358670853230527,covent garden
0.009086167648592252,harry potter
0.00877322058558156,nous n'avons
0.008589184084168543,l'eau chaude
0.008139607765035467,points n¨¦gatifs
0.008139607764336821,deux salles
