score,word
0.03457725305702978,automated posting
0.031784770635178726,walking distance
0.03093619440912766,nous avons
0.02161568953776164,canary wharf
0.016129031976781928,washing machine
0.015083900752349163,url hidden
0.014437672039133013,notting hill
0.011689952338779487,sensitive contents
0.011364883256645253,brick lane
0.010603277839832816,tower bridge
0.010417126559777992,die wohnung
0.009987067778224303,das zimmer
0.008873091520000896,public transport
0.008465127827764795,hyde park
0.007994312475236303,tr¨¨s bien
0.007965387274542554,zur verf¨¹gung
0.007782584647605137,camden town
0.007759913915119589,grocery stores
0.007759360917918646,cutty sark
0.007758416014988888,nogen hjemme
0.007758416014988888,§Ó§à §Ó§ã§×§Þ
0.007510895204054427,grocery store
0.007465646689736641,bien situ¨¦
0.007393749527437051,oxford circus
0.006422911927997632,buckingham palace
0.0063934844885608876,openbaar vervoer
0.006393484488560056,pelo fato
0.006278221245471378,wohl gef¨¹hlt
0.006226356146381544,dalston kingsland
0.006162200540993802,public transportation
