score,word
0.03995735626066471,cn tower
0.031716769320628065,nous avons
0.031056902270912616,automated posting
0.02526106576454603,walking distance
0.014439178508755264,grocery store
0.014324315213254795,url hidden
0.013260931396937969,public transportation
0.013163429572268922,bien situé
0.011842627300971818,kensington market
0.011768810113607014,public transport
0.01125694626238572,blue jays
0.011042165161242564,très bien
0.008685529725185092,swimming pool
0.00855810947511643,entertainment district
0.007925933910676638,washing machine
0.007575467941185278,liberty village
0.007308359607453511,distillery district
0.006765002495895273,grocery stores
0.006258077987124952,royal ontario
0.005598659007875783,union station
0.005569132549840917,trinity bellwoods
0.005431101789235219,muy buena
0.005349273628319283,bedside lamps
0.005270968495365436,sensitive contents
0.005044240450949052,ontario museum
0.004960184381982565,went above
0.004959905647979818,mrs levee
0.004718725909258903,taken care
0.004616730480852582,public transit
0.004574221676077347,gift card
