score,word
0.03892119945461759,cn tower
0.028640621797812835,automated posting
0.02774725388067697,walking distance
0.02096237521980605,nous avons
0.01881171895961458,grocery store
0.015174519967723543,kensington market
0.014593574098263463,très bien
0.012280755045510641,bien situé
0.012032393637669584,public transit
0.011898522680339614,url hidden
0.011616317202767049,public transportation
0.01148913641349614,entertainment district
0.009797139481247663,union station
0.009672947957648342,public transport
0.008444944685937842,수 있었습니다
0.008444944411726999,urbano suites
0.0076023757007361945,liberty village
0.0069996608353686575,before arrival
0.006563494474834821,taken care
0.006392695172467352,remain unanswered
0.006051974761372175,convention center
0.006037992919355531,wedding party
0.006032028032150198,nous n'avons
0.0059362904949625175,mr zoheir
0.0059362904949625175,tous simplement
0.005540895569473484,blue jays
0.005457626419913798,within walking
0.005446672674303044,went above
0.00519220632536694,credit card
0.00503208494664862,solo traveller
