score,word
0.0329131298670089,automated posting
0.01861970865274847,public transportation
0.01840302682255163,grocery store
0.01121658535946719,distillery district
0.007399481535871853,memory foam
0.006956748519701415,grocery stores
0.006409797347964522,lawrence market
0.0063124936603048964,think twice
0.0057234918317241425,gardiner expressway
0.005662013584162774,within walking
0.00458021823495008,subway station
0.004324283789288844,water bottles
0.004276971228194668,ceiling windows
0.0033750905053339803,young children
0.00330637551850307,top-notch titles
0.00330637551850307,cross-country musical
0.00330637551850307,wearing shirts
0.00330637551850307,incorporating scandinavian
0.00330637551850307,cash cow
0.00330637551850307,network failures
0.00330637551850307,restaurants/grocery store/coffee
0.00330637551850307,stephens sketches
0.00330637551850307,numbered locking
0.00330637551850307,calming tv/sofa
0.00330637551850307,unpromising external
0.00330637551850307,buen gusto
0.00330637551850307,floorboard heaters
0.00330637551850307,knee replaced
0.00330637551850307,harmonious aesthetics
0.00330637551850307,photographic evidence
