score,word
0.034524229670910185,automated posting
0.02971761844793937,cn tower
0.017125863401717126,cleaning fees
0.01228664906111287,grocery store
0.011904743632566555,public transportation
0.011804087180384788,bmo field
0.009399326731774117,within walking
0.006550714403262415,loves hosting
0.00596263723556341,grocery stores
0.0047297802793123105,different types
0.004729780279165499,freezing weather
0.004655527020473034,coffee shops
0.00461074471165114,water pressure
0.004459730726442214,washer dryer
0.0044597239079922696,cheap uber
0.00412409646105181,trinity bellwoods
0.004122848617184302,gardiner expressway
0.004122561652704549,memory foam
0.004122457679322686,chrome cast
0.004121211588338482,muchas veces
0.004121210890203287,creativity flowing
0.004121210890203287,contemporary townhouse
0.004121210890203287,popular chain
0.004121210890203287,photography lol
0.004121210890203287,squash courts
0.004121210890203287,ankle collided
0.004121210890203287,wide shoved
0.004121210890203287,tropical country
0.004121210890203287,crew slacked
0.004121210890203287,selection criteria
