score,word
0.03433592861509199,facing northward
0.03433592861509199,earlier function
0.03433592861509199,rain forest
0.03433592861509199,west cafes
0.03433592861509199,took care
0.03433592861509199,this.he knows
0.03433592861509199,you.he gives
0.03433592861509199,cleared shelf
0.03433592861509199,called hibiscus
0.03433592861509199,burrito hut
0.03433592861509199,cashew beef
0.03433592861509199,graphic novels
0.03433592861509199,style artwork
0.03433592861509199,garment factory
0.03433592861509199,complimentary wi-fi
0.03433592861509199,serious lounging
0.03433592861509199,grocery stores
0.03433592861509199,white-noise machine
0.03433592861509199,hour supermarket
0.03433592861509199,grown adults
0.03433592861509199,expected since
0.03433592861509199,thorough guide
0.03433592861509199,names hand-written
0.03433592861509199,wellesley village
0.02282864571702076,surrounding parks
0.02282864571702076,balcony accompanied
0.02282864571702076,backyard patio
0.02282864571702076,large kitchen-living
0.02282864571702076,converted school
0.02282864571702076,water pressure
